biological_instance_id,environment_id,environment_key,dataset_id,condition,condition_field,perturbation_label,dose,timepoint,n_reference_groups,total_cells,source_reference_keys,aggregation_rule,ground_truth_path,split,split_seed,model_seeds
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~cxcr4,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,CXCR4,,,1,299,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,validation,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~cyp27a1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,CYP27A1,,,1,312,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~dag1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,DAG1,,,1,279,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,test,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~ddr1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,DDR1,,,1,304,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,test,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~ddx17,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,DDX17,,,1,233,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,test,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~ddx39a,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,DDX39A,,,1,217,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,test,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~dll3,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,DLL3,,,1,287,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~dnmt1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,DNMT1,,,1,116,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~e2f1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,E2F1,,,1,177,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,test,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~eea1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,EEA1,,,1,279,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,validation,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~eef1g,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,EEF1G,,,1,53,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~eif2s3,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,EIF2S3,,,1,14,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~eif3k,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,EIF3K,,,1,227,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~eif4a1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,EIF4A1,,,1,37,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~emp1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,EMP1,,,1,298,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,validation,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~enpp1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,ENPP1,,,1,278,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~eva1a,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,EVA1A,,,1,282,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~farsa,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,FARSA,,,1,19,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,test,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~fbl,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,FBL,,,1,94,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~fbxo32,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,FBXO32,,,1,390,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,test,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~fgfr1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,FGFR1,,,1,395,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~fkbp4,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,FKBP4,,,1,216,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~fmn1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,FMN1,,,1,320,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,test,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~fos,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,FOS,,,1,222,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,test,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~foxm1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,FOXM1,,,1,76,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,validation,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~frzb,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,FRZB,,,1,226,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~fstl3,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,FSTL3,,,1,341,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,validation,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~fth1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,FTH1,,,1,23,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~gaa,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,GAA,,,1,330,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,validation,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~gas5,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,GAS5,,,1,307,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~gpatch4,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,GPATCH4,,,1,218,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~gpi,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,GPI,,,1,39,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,validation,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~gpnmb,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,GPNMB,,,1,286,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~grn,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,GRN,,,1,272,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~gsec,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,GSEC,,,1,164,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~gsn,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,GSN,,,1,316,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~haspin,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,HASPIN,,,1,161,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~hla-a,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,HLA-A,,,1,335,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~hla-b,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,HLA-B,,,1,190,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~hla-c,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,HLA-C,,,1,212,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~hla-drb5,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,HLA-DRB5,,,1,360,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~hla-e,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,HLA-E,,,1,258,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~hla-f,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,HLA-F,,,1,305,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~hla-h,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,HLA-H,,,1,294,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~hnrnpa1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,HNRNPA1,,,1,239,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,test,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~hnrnpc,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,HNRNPC,,,1,55,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~hspa1a,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,HSPA1A,,,1,229,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,test,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~idh2,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,IDH2,,,1,355,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,test,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~idi2-as1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,IDI2-AS1,,,1,276,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~ifngr1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,IFNGR1,,,1,414,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,validation,20260907,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~ifngr2,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,Co-culture,perturbation_2,IFNGR2,,,1,603,Co-culture,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,test,20260907,"0,1,2"
