prediction_id,biological_instance_id,environment_id,predictor,fidelity_delta_cosine,continuous_risk,reliable_label,legacy_transportability_label,legacy_target_risk
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ets2-ikzf3__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__ets2-ikzf3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.5958385,0.20208073,1,1.0,0.4086031981012675
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__sgk1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__sgk1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.48900428,0.25549787,0,1.0,0.5187379487606809
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__dlx2__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__dlx2,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.48348525,0.2582574,0,1.0,0.5289375157059525
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__bcl2l11__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__bcl2l11,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,-0.08108219,0.54054105,0,0.0,1.0793110506082426
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cks1b__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__cks1b,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.3579909,0.32100457,0,0.0,0.6498017628491137
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cebpe__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__cebpe,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.5271245,0.23643774,1,1.0,0.4755648794926725
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__lyl1-cebpb__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__lyl1-cebpb,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.41561985,0.29219007,0,0.0,0.588753400548323
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__samd1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__samd1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.4990315,0.25048423,0,1.0,0.5040670024549865
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__maml2__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__maml2,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,-0.22421977,0.6121099,0,0.0,1.2212548479551986
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ets2__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__ets2,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.17585409,0.41207296,0,0.0,0.8212576348653237
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__map2k6-ikzf3__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__map2k6-ikzf3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.4068494,0.2965753,0,0.0,0.5988636447609468
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__tgfbr2-igdcc3__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__tgfbr2-igdcc3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.35298675,0.3235066,0,0.0,0.6557730103218953
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__zc3hav1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__zc3hav1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,-0.15462622,0.5773131,0,0.0,1.1561226538486808
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ptpn12-osr2__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__ptpn12-osr2,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.16816933,0.4159153,0,0.0,0.8273670829626446
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ncl__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__ncl,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.37975127,0.3101244,0,0.0,0.6270454541404218
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ptpn13__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__ptpn13,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.2938545,0.35307276,0,0.0,0.7070352521931593
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cebpb-mapk1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__cebpb-mapk1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.3068782,0.3465609,0,0.0,0.6942215392316418
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__zbtb1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__zbtb1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.3816643,0.30916786,0,0.0,0.6206354235725989
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__map2k3-map2k6__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__map2k3-map2k6,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,-0.24838908,0.6241945,0,0.0,1.2381003865630609
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__samd1-ubash3b__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__samd1-ubash3b,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.43903273,0.2804836,0,0.0,0.5673158238879834
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__fosb-ptpn12__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__fosb-ptpn12,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.30826026,0.3458699,0,0.0,0.7022782863191495
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__map2k6-spi1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__map2k6-spi1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.42833355,0.28583324,0,0.0,0.5833164401618611
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ets2-map7d1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__ets2-map7d1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.21442132,0.39278936,0,0.0,0.7734872992333703
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__sgk1-tbx3__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__sgk1-tbx3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.41263682,0.29368162,0,0.0,0.5887438011728915
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__foxf1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__foxf1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.31090307,0.34454846,0,0.0,0.693283462619612
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__hoxb9__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__hoxb9,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.42884967,0.28557515,0,0.0,0.5722080555888461
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__pou3f2__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__pou3f2,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.23194213,0.3840289,0,0.0,0.7669942449742646
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__glb1l2__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__glb1l2,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.39098728,0.30450636,0,0.0,0.6112988847702673
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__c3orf72__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__c3orf72,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.41939202,0.290304,0,0.0,0.5816749281908069
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__dusp9-igdcc3__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__dusp9-igdcc3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.48179123,0.25910437,0,1.0,0.5240085154006173
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__foxa3-foxf1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__foxa3-foxf1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.4905621,0.25471896,0,1.0,0.5062490554245389
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cbl-tgfbr2__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__cbl-tgfbr2,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.3393374,0.33033133,0,0.0,0.672668820520306
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cebpe-runx1t1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__cebpe-runx1t1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.35886186,0.32056904,0,0.0,0.6449606685166522
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__snai1-ubash3b__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__snai1-ubash3b,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.37591594,0.312042,0,0.0,0.6335926395081766
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__map4k3__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__map4k3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.025549233,0.4872254,0,0.0,0.9661959361874004
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__rhoxf2-zbtb25__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__rhoxf2-zbtb25,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.59049636,0.20475185,1,1.0,0.4117758107210693
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__samd1-ptpn12__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__samd1-ptpn12,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.49342,0.25329,0,1.0,0.5172645869501447
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cebpe-ptpn12__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__cebpe-ptpn12,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.3298046,0.33509767,0,0.0,0.6705118505443417
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__celf2__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__celf2,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.117093846,0.4414531,0,0.0,0.8853552950713699
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__klf1-foxa1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__klf1-foxa1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.35511,0.32244503,0,0.0,0.6399270156686672
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ubash3b-cnn1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__ubash3b-cnn1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.45150912,0.27424544,0,1.0,0.5624428198638447
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__atl1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__atl1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.45159942,0.27420032,0,1.0,0.5550069764497564
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__kif18b__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__kif18b,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.38344252,0.30827874,0,0.0,0.6171313990039089
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__midn__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__midn,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.48567376,0.2571631,0,1.0,0.5117390937379213
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cbl-ubash3b__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__cbl-ubash3b,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.5789024,0.21054876,1,1.0,0.4330249503101202
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__foxa1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__foxa1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.38850033,0.30574983,0,0.0,0.6213462142031312
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__fev-map7d1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__fev-map7d1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.29089448,0.35455275,0,0.0,0.6980291756919952
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cnn1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__cnn1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.34567997,0.32716,0,0.0,0.6617687579730562
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__c19orf26__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__c19orf26,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.18491375,0.40754312,0,0.0,0.8174836625993823
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__dusp9-prtg__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__dusp9-prtg,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.48571855,0.25714076,0,1.0,0.5201766033965436
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__s1pr2__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__s1pr2,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.30918658,0.3454067,0,0.0,0.6998199613675022
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ier5l__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__ier5l,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.52086526,0.2395674,1,1.0,0.4859282079758278
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__mapk1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__mapk1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.23467101,0.3826645,0,0.0,0.7653315598326691
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ptpn12-snai1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__ptpn12-snai1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.3768283,0.31158584,0,0.0,0.6311406995047493
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__lyl1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__lyl1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.29602838,0.3519858,0,0.0,0.7029871174620943
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cebpb__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__cebpb,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.5185721,0.24071395,1,1.0,0.4821788619607893
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__dusp9-ets2__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__dusp9-ets2,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.39740136,0.30129933,0,0.0,0.6001919205388931
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cnn1-ubash3a__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__cnn1-ubash3a,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.50081646,0.24959177,1,1.0,0.5077937772362098
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ptpn9__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__ptpn9,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.27107662,0.36446166,0,0.0,0.7398173805716621
